id,setid,long_ft,short_ft,row,col,block,dbh,year,site,name,Stems,BA,DBH1,DBH2,DBH3,DBH4,DBH5,DBH6,Ht,Plot,Canker13,Nline,NEline,Eline,SEline,Sline,SWline,Wline,NWline,Line_Index,Area_Index,sName2,sName2,N_DBH,NE_DBH,E_DBH,SE_DBH,S_DBH,SW_DBH,W_DBH,NW_DBH,sName3,DBH_Count,cDBH_AVG,DBH_Ratio,Sum_DBH_Ratio1_sD,Sum_DBH_Ratio2_cD,BA_Ratio,Sum_BA_Ratio
89,1,9,9,13,2,4,0,2013,U07m,81XAA04,NA,0,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,7.7,10.1,7.1,7.3,5.5,9.8,8.7,0,81XAA04,7,7.03,0,0,0,0,0
90,1,9,9,14,2,4,5.5,2013,U07m,81XAA04,1,0.165,5.5,,,,,,,7,0,9,5.6,3.9,6,5.9,4.7,3.2,4.9,43.16,82.41,81XAA04,81XAA04,0,7.1,7.3,6.2,2.9,9.4,9.8,8.7,81XAA04,7,6.43,0.86,9.35,6.09,0.59,13.57
91,1,9,9,15,2,4,2.9,2013,U07m,81XAA04,1,0.046,2.9,,,,,,,7,0,3.1,3.6,2.9,4.1,9,3.1,2.1,2.9,30.81,42.34,81XAA04,81XAA04,5.5,7.3,6.2,6.2,0,8.9,9.4,9.8,81XAA04,7,6.66,0.44,18.38,2.79,0.16,50.42
92,1,9,9,16,2,4,0,2013,U07m,81XAA04,NA,0,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,2.9,6.2,6.2,7.5,6.1,6.3,8.9,9.4,81XAA04,8,6.69,0,0,0,0,0
93,1,9,9,1,5,1,2.7,2013,U07m,81XAA04,2,0.04,2.5,1,,,,,,21,0,9,12.7,2,3.7,2.5,4.8,9,12.7,56.53,156.33,81XAA04,81XAA04,0,0,9.2,6.7,6.9,4.4,0,0,81XAA04,4,3.4,0.79,10.07,1.7,0.3,26.95
94,1,9,9,2,5,1,6.9,2013,U07m,81XAA04,1,0.26,6.9,,,,,,,21,0,6.5,5.5,4.6,6.1,5.3,12.7,5.5,12.7,58.85,145.03,81XAA04,81XAA04,2.7,9.2,6.7,7.5,4.8,0,4.4,0,81XAA04,6,4.41,1.56,5.12,8.26,1.62,4.95
95,1,9,9,3,5,1,4.8,2013,U07m,81XAA04,1,0.126,4.8,,,,,,,21,0,3.7,5.3,3.5,12.7,2.9,12.7,9,6.6,56.49,125.56,81XAA04,81XAA04,6.9,6.7,7.5,0,10.2,0,0,4.4,81XAA04,5,4.46,1.08,7.44,3.61,0.68,11.81
96,1,9,9,4,5,1,10.2,2013,U07m,81XAA04,2,0.566,7.4,7,,,,,,21,0,6.1,7.3,9,8.2,9,7.9,9,12.7,69.22,209.28,81XAA04,81XAA04,4.8,7.5,0,5.7,0,6.3,0,0,81XAA04,4,3.04,3.36,2.38,6.89,5.49,1.46
97,1,9,9,1,6,2,9.2,2013,U07m,81XAA04,2,0.459,8.3,3.9,,,,,,30,0,9,12.7,4.7,6.8,5.2,7.3,7,12.7,65.34,188.3,81XAA04,81XAA04,0,0,8.5,8.1,6.7,6.9,2.7,0,81XAA04,5,4.11,2.24,3.58,8.33,2.85,2.81
98,1,9,9,2,6,2,6.7,2013,U07m,81XAA04,1,0.245,6.7,,,,,,,30,0,3.8,5.6,4.1,6,4.2,7.4,4.4,9.1,44.69,82.54,81XAA04,81XAA04,9.2,8.5,8.1,7.4,7.5,4.8,6.9,2.7,81XAA04,8,6.89,0.97,8.22,8.99,0.87,9.17
99,1,9,9,3,6,2,7.5,2013,U07m,81XAA04,1,0.307,7.5,,,,,,,30,0,4.8,6.1,4.5,6.1,9,5.4,5.5,6.6,47.99,100.8,81XAA04,81XAA04,6.7,8.1,7.4,8.2,0,10.2,4.8,6.9,81XAA04,7,6.54,1.15,6.97,7.36,1.11,7.24
100,1,9,9,4,6,2,0,2013,U07m,81XAA04,NA,0,,,,,,,,30,0,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,7.5,7.4,8.2,0,5.7,0,10.2,4.8,81XAA04,6,5.47,0,0,0,0,0
101,1,9,9,17,7,6,0,2013,U07m,81XAA04,NA,0,,,,,,,,35,0,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,9.9,3.5,6.1,6.6,5,6.8,4.3,2.9,81XAA04,8,5.64,0,0,0,0,0
102,1,9,9,18,7,6,5,2013,U07m,81XAA04,1,0.136,5,,,,,,,35,0,9,5.7,3.9,12.7,4.7,5.7,3.8,6.8,52.47,113.21,81XAA04,81XAA04,0,6.1,6.6,0,4.5,6.1,6.8,4.3,81XAA04,6,4.3,1.16,6.88,5.41,0.99,8.12
103,1,9,9,19,7,6,4.5,2013,U07m,81XAA04,2,0.109,3.4,2.9,,,,,,35,0,4.3,5.2,9,6.4,3.2,5,3.8,5.1,41.9,78.66,81XAA04,81XAA04,5,6.6,0,4.5,8,7,6.1,6.8,81XAA04,7,5.5,0.82,9.78,5.19,0.57,14.09
104,1,9,9,20,7,6,8,2013,U07m,81XAA04,2,0.352,7.7,2.3,,,,,,35,0,5.8,12.7,5.8,12.7,9,12.7,4.8,7.2,70.73,207.32,81XAA04,81XAA04,4.5,0,4.5,0,0,0,7,6.1,81XAA04,4,2.76,2.9,2.76,6.01,4.04,1.98
105,1,9,9,13,8,3,6.5,2013,U07m,81XAA04,2,0.23,6.3,1.6,,,,,,37,0,4.7,7.9,4.3,6.2,4.8,5.9,3.8,12.7,50.32,101.25,81XAA04,81XAA04,5.9,4,7.2,6.8,5.7,7.5,8.9,0,81XAA04,7,5.75,1.13,7.08,7.32,1.07,7.5
106,1,9,9,14,8,3,5.7,2013,U07m,81XAA04,1,0.177,5.7,,,,,,,37,0,4.2,5.6,4.1,5.9,9,5.2,3.9,5,42.91,81.84,81XAA04,81XAA04,6.5,7.2,6.8,6.6,0,8.2,7.5,8.9,81XAA04,7,6.46,0.88,9.07,5.47,0.67,11.9
107,1,9,9,15,8,3,0,2013,U07m,81XAA04,NA,0,,,,,,,,37,0,0,0,0,0,0,0,0,0,0,0,81XAA04,81XAA04,5.7,6.8,6.6,3.9,3.5,9.9,8.2,7.5,81XAA04,8,6.51,0,0,0,0,0
108,1,9,9,16,8,3,3.5,2013,U07m,81XAA04,1,0.067,3.5,,,,,,,37,0,9,4.4,4.3,3.7,3.3,12.7,2.4,3.8,43.58,71.27,81XAA04,81XAA04,0,6.6,3.9,8.4,6.1,0,9.9,8.2,81XAA04,6,5.39,0.65,12.31,3.2,0.3,27.08
109,1,9,9,5,1,1,5.8,2013,U07m,82XAA04,1,0.183,5.8,,,,,,,2,0,5.3,8.4,3.8,6.3,4.8,12.7,9,12.7,63.04,172.79,82XAA04,82XAA04,4,3,8,6,5,0,0,0,82XAA04,5,3.25,1.78,4.48,6.24,1.79,4.46
110,1,9,9,6,1,1,5,2013,U07m,82XAA04,1,0.136,5,,,,,,,2,0,4.2,4.9,4.1,5,3.3,12.7,9,12.7,55.9,141.89,82XAA04,82XAA04,5.8,8,6,7.7,8.7,0,0,0,82XAA04,5,4.53,1.1,7.24,3.54,0.74,10.74
111,1,9,9,7,1,1,8.7,2013,U07m,82XAA04,3,0.41,6.9,4.5,2.7,,,,,2,0,5.7,7.5,4.8,8.3,9,12.7,9,12.7,69.74,215.4,82XAA04,82XAA04,5,6,7.7,4.7,0,0,0,0,82XAA04,4,2.92,2.97,2.69,6.17,4.25,1.88
112,1,9,9,8,1,1,0,2013,U07m,82XAA04,NA,0,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,82XAA04,82XAA04,8.7,7.7,4.7,4.4,0,0,0,0,82XAA04,4,3.19,0,0,0,0,0
113,1,9,9,13,3,4,7.1,2013,U07m,82XAA04,3,0.273,5.6,3.2,2.9,,,,,14,0,3.7,12.7,5.2,12.7,4.4,7.2,9,6.1,61.12,145.35,82XAA04,82XAA04,10.1,0,5.1,0,7.3,5.5,0,7.7,82XAA04,5,4.46,1.59,5.03,5.28,1.49,5.37
114,1,9,9,14,3,4,7.3,2013,U07m,82XAA04,2,0.291,7.1,1.7,,,,,,14,0,4.6,7.5,9,6.5,4.9,9.1,5.1,12.7,59.34,143.4,82XAA04,82XAA04,7.1,5.1,0,7.1,6.2,2.9,5.5,0,82XAA04,6,4.24,1.72,4.64,8.51,2.09,3.83
115,1,9,9,15,3,4,6.2,2013,U07m,82XAA04,2,0.213,4.8,4,,,,,,14,0,4.1,12.7,4.2,5.7,4.5,12.7,6.1,6.7,56.84,127.26,82XAA04,82XAA04,7.3,0,7.1,7.7,6.2,0,2.9,5.5,82XAA04,6,4.59,1.35,5.92,6.79,1.28,6.25
116,1,9,9,16,3,4,6.2,2013,U07m,82XAA04,1,0.21,6.2,,,,,,,14,0,4.5,5.9,4,8.1,4.1,6.4,9,8.7,50.74,112.17,82XAA04,82XAA04,6.2,7.1,7.7,3.5,7.5,6.1,0,2.9,82XAA04,7,5.13,1.21,6.61,8.43,1.17,6.82
117,1,9,9,17,4,5,3.5,2013,U07m,82XAA04,1,0.067,3.5,,,,,,,16,0,2.8,5.2,9,6.2,2.6,4.5,2.9,4.6,37.8,65.26,82XAA04,82XAA04,7.7,5,0,3.7,8.4,6.5,7.5,6.2,82XAA04,7,5.63,0.62,12.86,4.09,0.32,24.94
118,1,9,9,18,4,5,8.4,2013,U07m,82XAA04,3,0.389,5.9,5,3.4,,,,,16,0,6.4,12.7,6.2,10.4,5.2,8,5.1,6.7,60.7,154.95,82XAA04,82XAA04,3.5,0,3.7,1.9,6.1,5,6.5,7.5,82XAA04,7,4.28,1.96,4.07,14.56,2.97,2.7
119,1,9,9,19,4,5,6.1,2013,U07m,82XAA04,2,0.206,4.9,3.7,,,,,,16,0,3.8,7.9,6.9,12.7,4.7,5.8,4.9,6.2,52.81,120.19,82XAA04,82XAA04,8.4,3.7,1.9,0,5.7,7.4,5,6.5,82XAA04,7,4.83,1.26,6.33,9.64,1.23,6.51
120,1,9,9,20,4,5,5.7,2013,U07m,82XAA04,3,0.177,4,3.1,2.6,,,,,16,0,4.3,9.5,9,12.7,9,12.7,3.9,6.8,68.05,203.98,82XAA04,82XAA04,6.1,1.9,0,0,0,0,7.4,5,82XAA04,4,2.55,2.24,3.58,5.84,2.16,3.71
121,1,9,9,5,6,2,5.7,2013,U07m,82XAA04,1,0.177,5.7,,,,,,,29,0,9,5.2,9,12.7,3.8,12.7,9,4.6,66.01,177.2,82XAA04,82XAA04,0,8.2,0,0,7.9,0,0,10.2,82XAA04,3,3.29,1.73,4.61,1.98,1.11,7.19
122,1,9,9,6,6,2,7.9,2013,U07m,82XAA04,2,0.339,7.2,3.2,,,,,,29,0,5.2,12.7,9,8.5,4.8,12.7,9,12.7,74.74,231.76,82XAA04,82XAA04,5.7,0,0,3.9,6.9,0,0,0,82XAA04,3,2.06,3.83,2.09,4.56,5.24,1.53
123,1,9,9,7,6,2,6.9,2013,U07m,82XAA04,3,0.26,6.3,2.4,1.5,,,,,29,0,4.2,12.7,5.8,8.9,4.8,12.7,9,12.7,70.78,199.15,82XAA04,82XAA04,7.9,0,3.9,3,6.1,0,0,0,82XAA04,4,2.61,2.64,3.03,6.07,3.08,2.6
124,1,9,9,8,6,2,6.1,2013,U07m,82XAA04,2,0.203,5.8,1.9,,,,,,29,0,4.2,7.8,6,7.2,6.4,7.1,9,12.7,60.44,157.96,82XAA04,82XAA04,6.9,3.9,3,4.7,2.5,4.8,0,0,82XAA04,6,3.23,1.89,4.23,9.49,2.42,3.31
125,1,9,9,17,6,6,4.3,2013,U07m,82XAA04,2,0.101,4,1.6,,,,,,26,0,5.4,3.9,9,5.9,3.5,6.8,9,5.9,49.33,105.68,82XAA04,82XAA04,2.9,9.9,0,5,6.8,3.7,0,5,82XAA04,6,4.16,1.03,7.74,5.43,0.68,11.7
126,1,9,9,18,6,6,6.8,2013,U07m,82XAA04,2,0.253,5.2,4.4,,,,,,26,0,5.5,12.7,5.2,7.7,4.7,9.9,5.8,12.7,64.34,163.27,82XAA04,82XAA04,4.3,0,5,4.5,6.1,1.9,3.7,0,82XAA04,6,3.19,2.13,3.75,10.98,3.13,2.56
127,1,9,9,19,6,6,6.1,2013,U07m,82XAA04,1,0.203,6.1,,,,,,,26,0,4.3,7,5.2,5.5,4.2,12.7,6.9,7.9,53.64,122.46,82XAA04,82XAA04,6.8,5,4.5,8,7,0,1.9,3.7,82XAA04,7,4.61,1.32,6.05,9.97,1.34,5.96
128,1,9,9,20,6,6,7,2013,U07m,82XAA04,2,0.269,5.3,4.6,,,,,,26,0,4.8,7.7,4.2,12.7,9,12.7,9,10,70.22,213.95,82XAA04,82XAA04,6.1,4.5,8,0,0,0,0,1.9,82XAA04,4,2.56,2.73,2.93,7.26,3.13,2.55
129,1,9,9,9,8,3,7.3,2013,U07m,82XAA04,3,0.294,6.3,2.9,2.4,,,,,38,0,5.2,5.6,5.3,6.4,5.1,8.3,5.5,9,50.41,109.41,82XAA04,82XAA04,5.3,9.3,5,7.2,5.7,3.9,4.7,3,82XAA04,8,5.51,1.32,6.04,11.78,1.58,5.07
130,1,9,9,10,8,3,5.7,2013,U07m,82XAA04,1,0.177,5.7,,,,,,,38,0,3.9,6.8,4,8,4,6.3,5.3,7,45.26,85.09,82XAA04,82XAA04,7.3,5,7.2,3.4,7.1,5.9,3.9,4.7,82XAA04,8,5.56,1.02,7.81,8.83,0.98,8.13
131,1,9,9,11,8,3,7.1,2013,U07m,82XAA04,2,0.273,5.1,4.9,,,,,,38,0,5,6.3,6.1,8.1,4.9,12.7,4.9,8.2,56.31,129.43,82XAA04,82XAA04,5.7,7.2,3.4,4,5.9,0,5.9,3.9,82XAA04,7,4.5,1.58,5.07,10.32,2.05,3.9
132,1,9,9,12,8,3,5.9,2013,U07m,82XAA04,1,0.19,5.9,,,,,,,38,0,4.1,8.1,5.4,5.7,4.3,5.1,9,6.4,47.98,99.79,82XAA04,82XAA04,7.1,3.4,4,7.2,6.5,8.9,0,5.9,82XAA04,7,5.38,1.1,7.29,7.43,0.97,8.22
133,1,9,9,13,1,4,8.7,2013,U07m,83XAA04,4,0.414,6.5,4.4,3.5,1.4,,,,4,0,9,6.8,9,7.8,4.2,12.7,9,12.7,71.24,220,83XAA04,83XAA04,0,7.7,0,5.5,9.8,0,0,0,83XAA04,3,2.88,3.03,2.64,3.6,3.26,2.45
134,1,9,9,14,1,4,9.8,2013,U07m,83XAA04,3,0.52,8,5.3,1.8,,,,,4,0,4.8,12.7,5.8,9.8,4.6,12.7,9,12.7,72.13,206.49,83XAA04,83XAA04,8.7,0,5.5,2.9,9.4,0,0,0,83XAA04,4,3.31,2.96,2.7,7.33,3.79,2.11
135,1,9,9,15,1,4,9.4,2013,U07m,83XAA04,3,0.478,5.6,5.5,5.1,,,,,4,0,4.4,8,6.9,12.7,4.6,12.7,9,12.7,71.12,205.42,83XAA04,83XAA04,9.8,5.5,2.9,0,8.9,0,0,0,83XAA04,4,3.39,2.77,2.88,6.97,3.3,2.42
136,1,9,9,16,1,4,8.9,2013,U07m,83XAA04,2,0.432,7.9,4.1,,,,,,4,0,4.4,9.6,9,7.6,5.3,12.7,9,12.7,70.25,207.91,83XAA04,83XAA04,9.4,2.9,0,6.1,6.3,0,0,0,83XAA04,4,3.09,2.88,2.78,6.89,3.65,2.19
137,1,9,9,1,3,1,8.9,2013,U07m,83XAA04,4,0.433,7.5,4.3,1.7,1.3,,,,11,0,9,12.7,9,8.5,4.6,7.2,4.4,12.7,68.2,205.22,83XAA04,83XAA04,0,0,0,4.4,8.4,6.8,9.4,0,83XAA04,4,3.63,2.46,3.26,5.34,2.82,2.83
138,1,9,9,2,3,1,8.4,2013,U07m,83XAA04,3,0.387,6.4,5.1,2,,,,,11,0,4.4,12.7,5.9,12.7,5,7.2,5,6,58.98,140.92,83XAA04,83XAA04,8.9,0,4.4,0,6.6,6.4,6.8,9.4,83XAA04,6,5.31,1.58,5.06,7.57,1.78,4.5
139,1,9,9,3,3,1,6.6,2013,U07m,83XAA04,2,0.24,5.3,4,,,,,,11,0,4,7.6,9,12.7,3.8,8.8,4.6,6.3,56.7,137.26,83XAA04,83XAA04,8.4,4.4,0,0,9.1,3,6.4,6.8,83XAA04,6,4.76,1.39,5.77,7.21,1.3,6.17
140,1,9,9,4,3,1,9.1,2013,U07m,83XAA04,3,0.448,7.2,5.3,1.5,,,,,11,0,5.2,12.7,9,7.5,5.4,6.8,6.8,7.5,60.9,163.19,83XAA04,83XAA04,6.6,0,0,6.3,6,8,3,6.4,83XAA04,6,4.54,2.01,3.99,9.93,2.84,2.82
141,1,9,9,17,3,5,7.5,2013,U07m,83XAA04,2,0.306,6.4,3.9,,,,,,15,0,4.9,6.3,6.1,6,4.8,7.1,5,12.7,52.98,116.97,83XAA04,83XAA04,6.2,7.7,3.5,8.4,6.5,5.9,6.1,0,83XAA04,7,5.54,1.35,5.91,8.87,1.53,5.24
142,1,9,9,18,3,5,6.5,2013,U07m,83XAA04,1,0.23,6.5,,,,,,,15,0,4.2,8.3,3.9,6.6,5.1,5.5,4.7,6.6,44.79,84.27,83XAA04,83XAA04,7.5,3.5,8.4,6.1,5,8.6,5.9,6.1,83XAA04,8,6.39,1.02,7.86,8.79,0.97,8.22
143,1,9,9,19,3,5,5,2013,U07m,83XAA04,1,0.136,5,,,,,,,15,0,3.9,4.7,4.1,5.9,3.6,4.9,3.3,5.8,36.34,56.45,83XAA04,83XAA04,6.5,8.4,6.1,5.7,7.4,8,8.6,5.9,83XAA04,8,7.08,0.71,11.32,5.79,0.49,16.4
144,1,9,9,20,3,5,7.4,2013,U07m,83XAA04,2,0.295,5.9,4.4,,,,,,15,0,5.4,7,5.1,12.7,9,12.7,4.3,5.9,62.1,169.31,83XAA04,83XAA04,5,6.1,5.7,0,0,0,8,8.6,83XAA04,5,4.17,1.77,4.51,5.78,1.88,4.25
145,1,9,9,1,7,2,8.5,2013,U07m,83XAA04,2,0.395,7.8,3.4,,,,,,31,0,9,12.7,7,12.7,4.6,7.1,4.3,12.7,70.25,206.83,83XAA04,83XAA04,0,0,2.4,0,8.1,6.7,9.2,0,83XAA04,4,3.3,2.58,3.11,6.78,2.88,2.78
146,1,9,9,2,7,2,8.1,2013,U07m,83XAA04,2,0.355,7.6,2.7,,,,,,31,0,4.4,9.8,9,10.7,4.7,6.6,4.9,6,56.15,140.65,83XAA04,83XAA04,8.5,2.4,0,1.5,7.4,7.5,6.7,9.2,83XAA04,7,5.4,1.5,5.33,13.99,1.64,4.89
147,1,9,9,3,7,2,7.4,2013,U07m,83XAA04,1,0.299,7.4,,,,,,,31,0,4.3,12.7,7.5,9.6,4.3,12.7,4.5,6.7,62.27,152.97,83XAA04,83XAA04,8.1,0,1.5,2.4,8.2,0,7.5,6.7,83XAA04,6,4.3,1.72,4.65,11.92,1.81,4.42
148,1,9,9,4,7,2,8.2,2013,U07m,83XAA04,1,0.367,8.2,,,,,,,31,0,4.7,10.8,7,7.3,9,7.5,9,6.6,61.96,166.02,83XAA04,83XAA04,7.4,1.5,2.4,6,0,5.7,0,7.5,83XAA04,6,3.81,2.15,3.72,13.89,2.87,2.79
149,1,9,9,13,7,3,8.9,2013,U07m,83XAA04,2,0.43,7.2,5.2,,,,,,34,0,9,7.7,5.2,7.8,4.9,12.7,9,7.8,63.98,177.95,83XAA04,83XAA04,0,5.9,6.5,5.7,7.5,0,0,5.7,83XAA04,5,3.91,2.27,3.52,7.19,3.2,2.5
150,1,9,9,14,7,3,7.5,2013,U07m,83XAA04,2,0.305,6.5,3.7,,,,,,34,0,4.1,6.8,5.1,12.7,4.3,12.7,9,12.7,67.53,183.48,83XAA04,83XAA04,8.9,6.5,5.7,0,8.2,0,0,0,83XAA04,4,3.66,2.05,3.91,4.23,2.03,3.93
151,1,9,9,15,7,3,8.2,2013,U07m,83XAA04,2,0.364,7.9,2.1,,,,,,34,0,4.7,7.5,9,8.9,4.1,9.4,9,12.7,65.34,182.74,83XAA04,83XAA04,7.5,5.7,0,3.5,9.9,2.9,0,0,83XAA04,5,3.69,2.22,3.6,8.53,2.59,3.08
152,1,9,9,16,7,3,9.9,2013,U07m,83XAA04,2,0.534,7,7,,,,,,34,0,4.9,12.7,6.6,7.9,9,8.9,7,12.7,69.74,199.2,83XAA04,83XAA04,8.2,0,3.5,6.1,0,4.3,2.9,0,83XAA04,5,3.12,3.17,2.53,11.37,5.46,1.47
153,1,9,9,17,9,6,8.4,2013,U07m,83XAA04,2,0.385,6.6,5.2,,,,,,45,0,6.1,12.7,4.6,12.7,5.6,7.1,5.2,9,63.17,157.94,83XAA04,83XAA04,3.9,0,7.9,0,5.1,6.6,6.1,3.5,83XAA04,6,4.14,2.03,3.94,9.91,2.87,2.79
154,1,9,9,18,9,6,5.1,2013,U07m,83XAA04,4,0.143,3.7,2.4,1.9,1.8,,,,45,0,3.4,5,9,6,3.6,12.7,3.9,5.8,49.35,97,83XAA04,83XAA04,8.4,7.9,0,5.8,7.8,0,6.6,6.1,83XAA04,6,5.33,0.96,8.35,4.39,0.68,11.85
155,1,9,9,19,9,6,7.8,2013,U07m,83XAA04,2,0.333,7.3,2.8,,,,,,45,0,5.4,12.7,5.2,8.6,3.8,8.1,9,6.9,59.67,146.65,83XAA04,83XAA04,5.1,0,5.8,3.8,10.6,4.5,0,6.6,83XAA04,6,4.55,1.71,4.67,8.58,1.94,4.11
156,1,9,9,20,9,6,10.6,2013,U07m,83XAA04,5,0.607,6.3,5.9,4.2,3.1,3.1,,,45,0,5.2,8.2,6.6,12.7,9,12.7,6.3,12.7,73.54,225.35,83XAA04,83XAA04,7.8,5.8,3.8,0,0,0,4.5,0,83XAA04,4,2.74,3.87,2.07,8.33,6.96,1.15
157,1,9,9,5,2,1,8,2013,U07m,84XAA04,4,0.347,4.4,4.5,4.7,1.4,,,,9,0,6.5,6,5.1,9,5.1,7.8,5.2,8.5,53.33,121.35,84XAA04,84XAA04,3,9.1,6,3.3,6,5,5.8,4,84XAA04,8,5.28,1.52,5.28,13.62,2.05,3.9
158,1,9,9,6,2,1,6,2013,U07m,84XAA04,1,0.196,6,,,,,,,9,0,3.9,6.4,5.8,6.9,3.9,5.2,4.9,6.5,43.49,81.98,84XAA04,84XAA04,8,6,3.3,5,7.7,8.7,5,5.8,84XAA04,8,6.19,0.97,8.25,8.47,0.87,9.15
159,1,9,9,7,2,1,7.7,2013,U07m,84XAA04,3,0.327,5.1,5,3,,,,,9,0,5.1,8.9,5.5,7.3,5.6,12.7,4.2,7.7,56.94,130.97,84XAA04,84XAA04,6,3.3,5,5.8,4.7,0,8.7,5,84XAA04,7,4.81,1.6,5,10.55,2.08,3.85
160,1,9,9,8,2,1,4.7,2013,U07m,84XAA04,2,0.122,3.4,3.3,,,,,,9,0,3.4,6.2,4,4.3,4.6,12.7,9,4.5,48.75,110.43,84XAA04,84XAA04,7.7,5,5.8,9.2,4.4,0,0,8.7,84XAA04,6,5.1,0.92,8.68,4.48,0.59,13.47
161,1,9,9,13,4,5,5.1,2013,U07m,84XAA04,2,0.14,4.4,2.5,,,,,,17,0,9,4.8,5.7,6.4,9,5.2,3.8,4.3,48.21,101.29,84XAA04,84XAA04,0,8.3,2.9,5.1,0,7.3,7.1,10.1,84XAA04,6,5.1,1,8,5.29,0.67,11.88
162,1,9,9,14,4,5,0,2013,U07m,84XAA04,NA,0,,,,,,,,17,0,0,0,0,0,0,0,0,0,0,0,84XAA04,84XAA04,5.1,2.9,5.1,6.7,7.1,6.2,7.3,7.1,84XAA04,8,5.94,0,0,0,0,0
163,1,9,9,15,4,5,7.1,2013,U07m,84XAA04,1,0.275,7.1,,,,,,,17,0,9,7.4,4.6,7.5,4.3,6.8,4.8,6.3,50.7,111.87,84XAA04,84XAA04,0,5.1,6.7,5,7.7,6.2,6.2,7.3,84XAA04,7,5.52,1.29,6.23,8.06,1.41,5.66
164,1,9,9,16,4,5,7.7,2013,U07m,84XAA04,3,0.324,5.8,4.1,3,,,,,17,0,4.7,6.8,5.5,12.7,6.2,6.4,5,7.1,54.34,126.37,84XAA04,84XAA04,7.1,6.7,5,0,3.5,7.5,6.2,6.2,84XAA04,7,5.28,1.46,5.48,9.48,1.79,4.48
165,1,9,9,9,5,4,4.8,2013,U07m,84XAA04,1,0.126,4.8,,,,,,,23,0,9,5.6,5.9,5.1,4.7,8.1,6.5,5.4,50.41,110.74,84XAA04,84XAA04,0,6.1,2.5,7.2,4.3,2.7,1.8,6.6,84XAA04,7,3.9,1.23,6.5,9.66,1.1,7.29
166,1,9,9,10,5,4,4.3,2013,U07m,84XAA04,2,0.099,3.2,2.8,,,,,,23,0,4.3,8,3.4,9.8,2.8,12.7,5.5,9,55.43,111.2,84XAA04,84XAA04,4.8,2.5,7.2,1.3,9.7,0,2.7,1.8,84XAA04,7,3.75,1.15,6.98,10.95,0.79,10.14
167,1,9,9,11,5,4,9.7,2013,U07m,84XAA04,2,0.514,7.3,6.4,,,,,,23,0,6.2,7.3,7.9,8,4.8,12.7,9,10,66.03,188.8,84XAA04,84XAA04,4.3,7.2,1.3,5.7,8.3,0,0,2.7,84XAA04,6,3.69,2.63,3.04,17.53,4.17,1.92
168,1,9,9,12,5,4,8.3,2013,U07m,84XAA04,1,0.376,8.3,,,,,,,23,0,4.2,11,5.3,12.7,6.7,7.9,9,12.7,69.5,193.78,84XAA04,84XAA04,9.7,1.3,5.7,0,2.9,5.1,0,0,84XAA04,5,3.09,2.69,2.98,13.19,3.39,2.36
169,1,9,9,17,8,6,6.1,2013,U07m,84XAA04,1,0.203,6.1,,,,,,,36,0,5.7,7.8,3.8,6.9,4.3,7,9,4.9,49.37,104.16,84XAA04,84XAA04,3.5,3.9,8.4,5.1,6.6,5,0,9.9,84XAA04,7,5.3,1.15,6.95,7.99,1.02,7.81
170,1,9,9,18,8,6,6.6,2013,U07m,84XAA04,1,0.238,6.6,,,,,,,36,0,4.7,5.6,5.1,5.8,9,7.6,5.1,12.7,55.6,130.22,84XAA04,84XAA04,6.1,8.4,5.1,7.8,0,4.5,5,0,84XAA04,6,4.61,1.43,5.59,6.79,1.45,5.51
171,1,9,9,19,8,6,0,2013,U07m,84XAA04,NA,0,,,,,,,,36,0,0,0,0,0,0,0,0,0,0,0,84XAA04,84XAA04,6.6,5.1,7.8,10.6,4.5,8,4.5,5,84XAA04,8,6.51,0,0,0,0,0
172,1,9,9,20,8,6,4.5,2013,U07m,84XAA04,1,0.11,4.5,,,,,,,36,0,9,4.7,2.7,12.7,9,12.7,3.2,6.4,60.4,154.42,84XAA04,84XAA04,0,7.8,10.6,0,0,0,8,4.5,84XAA04,4,3.86,1.17,6.87,2.56,0.63,12.71
173,1,9,9,9,9,3,5,2013,U07m,84XAA04,2,0.136,4.8,1.4,,,,,,43,0,3.1,8,5.2,12.7,3.7,5.9,3.7,6.2,48.54,94.03,84XAA04,84XAA04,9.3,3,3.6,0,7.2,5.7,7.3,5.3,84XAA04,7,5.17,0.97,8.28,6.79,0.73,10.97
174,1,9,9,10,9,3,7.2,2013,U07m,84XAA04,2,0.281,6.9,2,,,,,,43,0,5.3,8.5,9,8.2,6.1,6.4,5,6.3,54.84,134.98,84XAA04,84XAA04,5,3.6,0,4,3.4,7.1,5.7,7.3,84XAA04,7,4.51,1.6,5.01,10.62,2.06,3.89
175,1,9,9,11,9,3,3.4,2013,U07m,84XAA04,2,0.063,2.4,2.4,,,,,,43,0,2.9,12.7,4.1,12.7,4.1,4.7,2.9,4.8,48.94,90.17,84XAA04,84XAA04,7.2,0,4,0,4,5.9,7.1,5.7,84XAA04,6,4.24,0.8,9.97,3.82,0.46,17.44
